HALTER_ID,ALTER,GESCHLECHT,STADTKREIS,STADTQUARTIER,RASSE
81989,81-90,m,7.0,72.0,Golden Retriever
81998,71-80,w,10.0,101.0,Bolonka Zwetna
82001,71-80,m,2.0,21.0,Rauhaar Dackel
82001,71-80,m,2.0,21.0,Rauhaar Dackel
82002,41-50,w,3.0,31.0,Malteser
82010,71-80,w,7.0,73.0,English Springer Spaniel
82011,71-80,m,7.0,74.0,Bergamasker
82032,51-60,w,10.0,102.0,Labradoodle
82033,61-70,w,10.0,102.0,Pudel
82033,61-70,w,10.0,102.0,Pudel
82049,71-80,w,3.0,33.0,Cairn Terrier
82052,41-50,w,9.0,92.0,Manchester Terrier
82063,71-80,w,11.0,111.0,Mops
82063,71-80,w,11.0,111.0,Mops
82063,71-80,w,11.0,111.0,Mops
82063,71-80,w,11.0,111.0,Mops
82064,61-70,m,3.0,31.0,Labrador Retriever
82068,71-80,w,9.0,92.0,Pudel
82074,71-80,m,3.0,33.0,Schäfer
82080,61-70,m,10.0,101.0,Dachshund
82081,51-60,m,2.0,23.0,Podenco
82091,41-50,m,7.0,72.0,Irish Terrier
82092,61-70,w,4.0,44.0,Rehpinscher
82099,71-80,w,3.0,31.0,Tervueren
82110,61-70,w,9.0,91.0,Riesenschnauzer
82110,61-70,w,9.0,91.0,Riesenschnauzer
82112,71-80,m,9.0,91.0,Berger Picard
82127,61-70,m,7.0,72.0,Jack Russel Terrier
82128,31-40,m,9.0,92.0,Chihuahua
82131,51-60,w,9.0,92.0,Yorkshire Terrier
82135,61-70,m,9.0,92.0,Zwergpudel
82136,61-70,m,8.0,81.0,Collie
82137,41-50,w,7.0,71.0,Deutsche Dogge
82137,41-50,w,7.0,71.0,Yorkshire Terrier
82142,91-100,w,3.0,34.0,Pudel
82144,61-70,w,5.0,52.0,Rottweiler
82147,51-60,w,2.0,23.0,Jack Russel Terrier
82151,71-80,w,9.0,92.0,Collie
82162,51-60,m,9.0,92.0,Flat Coated Retriever
82167,61-70,w,9.0,92.0,Pudel
82174,61-70,m,1.0,11.0,Cocker Spaniel
82174,61-70,m,1.0,11.0,Cocker Spaniel
82180,61-70,w,7.0,73.0,Rauhaar Dackel
82188,71-80,w,8.0,81.0,Toypudel
82190,61-70,w,10.0,101.0,Mischling klein
82190,61-70,w,10.0,101.0,Mischling klein
82192,61-70,w,11.0,111.0,Phalène
82193,61-70,w,7.0,73.0,Mischling klein
82207,51-60,w,5.0,51.0,Sheltie
82217,61-70,m,2.0,23.0,Bearded Collie
82240,71-80,w,10.0,101.0,Rauhaar Dackel
82240,71-80,w,10.0,101.0,Dachshund
82251,61-70,w,10.0,102.0,Golden Retriever
82261,51-60,w,10.0,101.0,Chow Chow
82262,81-90,m,10.0,101.0,Chow Chow
82271,51-60,w,10.0,101.0,Border Collie
82275,51-60,w,7.0,73.0,Appenzeller Sennenhund
82284,81-90,w,2.0,24.0,Zwergpudel
82287,51-60,w,6.0,61.0,Tibet Terrier
82293,71-80,w,2.0,24.0,Mischling klein
82300,71-80,w,10.0,101.0,Silky Terrier
82300,71-80,w,10.0,101.0,Pekingese
82301,71-80,m,7.0,71.0,Irish Soft Coated Wheaten Terrier
82306,41-50,m,3.0,33.0,Yorkshire Terrier
82312,51-60,w,10.0,101.0,Labrador Retriever
82313,61-70,w,10.0,101.0,Parson Jack Russell Terrier
82318,61-70,m,10.0,101.0,Golden Retriever
82322,71-80,w,10.0,101.0,Labrador Retriever
82323,61-70,w,9.0,91.0,Jack Russel Terrier
82329,61-70,w,11.0,115.0,Dackel
82330,61-70,m,11.0,115.0,Mischling klein
82334,51-60,m,11.0,115.0,Entlebucher Sennenhund
82338,51-60,w,11.0,115.0,Islandhund
82341,81-90,w,11.0,115.0,Yorkshire Terrier
82360,51-60,m,11.0,115.0,Rehpinscher
82369,61-70,m,2.0,24.0,Mischling klein
82370,31-40,w,2.0,21.0,Border Collie
82380,61-70,w,7.0,71.0,Berner Sennenhund
82387,61-70,m,11.0,115.0,Havaneser
82396,61-70,m,11.0,115.0,Fila Brasileiro
82398,51-60,w,11.0,119.0,Bergamasker
82402,71-80,w,11.0,119.0,Mischling klein
82403,41-50,w,11.0,115.0,Mischling klein
82414,51-60,w,11.0,119.0,Border Collie
82419,51-60,w,7.0,72.0,Cairn Terrier
82435,71-80,w,7.0,73.0,Jack Russel Terrier
82437,71-80,m,7.0,73.0,Mischling klein
82439,81-90,m,7.0,74.0,Mischling gross
82443,71-80,w,9.0,91.0,Yorkshire Terrier
82444,61-70,w,3.0,33.0,Schäfer
82450,71-80,w,7.0,74.0,Mischling klein
82450,71-80,w,7.0,74.0,Mischling klein
82451,41-50,w,9.0,92.0,Mischling klein
82452,61-70,w,10.0,102.0,Dachshund
82452,61-70,w,10.0,102.0,Dachshund
82452,61-70,w,10.0,102.0,Dachshund
82452,61-70,w,10.0,102.0,Dachshund
82452,61-70,w,10.0,102.0,Dachshund
82452,61-70,w,10.0,102.0,Dachshund
82452,61-70,w,10.0,102.0,Dachshund
82452,61-70,w,10.0,102.0,Dachshund
82452,61-70,w,10.0,102.0,Dachshund
82452,61-70,w,10.0,102.0,Dachshund
82452,61-70,w,10.0,102.0,Dachshund
82452,61-70,w,10.0,102.0,Dachshund
82452,61-70,w,10.0,102.0,Dachshund
82465,61-70,m,3.0,34.0,Bulldog
82468,71-80,w,1.0,14.0,Mischling gross
82473,51-60,w,1.0,13.0,Papillon
82473,51-60,w,1.0,13.0,Papillon
82474,71-80,w,3.0,31.0,Kromfohrländer
82498,61-70,w,7.0,74.0,Border Collie
82500,61-70,m,7.0,71.0,Boxer
82503,61-70,w,8.0,83.0,Chow Chow
82506,51-60,w,4.0,44.0,Yorkshire Terrier
82506,51-60,w,4.0,44.0,Havaneser
82508,61-70,w,8.0,81.0,Beagle
82509,51-60,w,7.0,72.0,Rottweiler
82510,61-70,w,9.0,91.0,West Highland White Terrier
82512,61-70,w,6.0,63.0,Bichon frisé
82518,61-70,m,9.0,92.0,Setter
82527,61-70,w,2.0,21.0,Rauhaar Dackel
82527,61-70,w,2.0,21.0,Rauhaar Dackel
82538,61-70,w,7.0,71.0,Dachshund
82543,71-80,m,9.0,92.0,Beagle
82545,71-80,w,7.0,71.0,Zwergschnauzer
82550,61-70,m,3.0,33.0,Golden Retriever
82551,71-80,w,7.0,74.0,Mischling gross
82558,51-60,w,7.0,71.0,Labrador Retriever
82561,61-70,w,7.0,71.0,Yorkshire Terrier
82567,61-70,w,7.0,71.0,Papillon
82572,71-80,w,7.0,74.0,Rauhaar Dackel
82574,71-80,w,10.0,101.0,Griffon
82579,61-70,w,7.0,74.0,Cocker Spaniel
82580,71-80,w,7.0,71.0,Lagotto Romagnolo
82581,61-70,w,7.0,72.0,Tibet Terrier
82588,71-80,w,6.0,63.0,Appenzeller Sennenhund
82590,61-70,w,7.0,74.0,Golden Retriever
82591,81-90,m,7.0,74.0,Dachshund
82606,71-80,w,7.0,73.0,Bergamasker
82618,81-90,m,7.0,71.0,Golden Retriever
82620,61-70,w,7.0,72.0,Yorkshire Terrier
82622,41-50,w,2.0,21.0,Mischling klein
82623,81-90,w,8.0,83.0,Cocker Spaniel
82626,51-60,w,7.0,71.0,Border Terrier
82631,51-60,w,9.0,92.0,Jack Russel Terrier
82636,81-90,w,10.0,102.0,Schäfer
82640,61-70,w,9.0,92.0,Dackel
82646,51-60,m,11.0,115.0,Toypudel
82649,91-100,w,8.0,82.0,Bearded Collie
82653,61-70,m,5.0,52.0,Bulgarischer Sennenhund
82653,61-70,m,5.0,52.0,Jack Russel Terrier
82655,51-60,w,7.0,74.0,Malteser
82655,51-60,w,7.0,74.0,Mischling klein
82655,51-60,w,7.0,74.0,Mischling klein
82660,71-80,w,7.0,74.0,Schäfer
82661,71-80,m,7.0,74.0,Samojede
82662,41-50,w,7.0,74.0,Tibet Terrier
82662,41-50,w,7.0,74.0,Tibet Terrier
82668,61-70,w,5.0,52.0,Norwich Terrier
82671,51-60,w,7.0,74.0,Continental Bulldog
82671,51-60,w,7.0,74.0,Continental Bulldog
82671,51-60,w,7.0,74.0,Continental Bulldog
82671,51-60,w,7.0,74.0,Jack Russel Terrier
82671,51-60,w,7.0,74.0,Continental Bulldog
82671,51-60,w,7.0,74.0,Jack Russel Terrier
82671,51-60,w,7.0,74.0,Continental Bulldog
82676,71-80,w,7.0,72.0,Französische Bulldogge
82687,51-60,m,7.0,74.0,West Highland White Terrier
82687,51-60,m,7.0,74.0,West Highland White Terrier
82690,81-90,m,7.0,72.0,Labrador Retriever
82690,81-90,m,7.0,72.0,Zwergdackel
82692,81-90,w,7.0,74.0,Pudel
82692,81-90,w,7.0,74.0,Pudel
82699,71-80,w,7.0,72.0,Gos d'Atura Català
82699,71-80,w,7.0,72.0,Briard
82700,71-80,m,7.0,72.0,Labrador Retriever
82700,71-80,m,7.0,72.0,Labrador Retriever
82703,81-90,w,7.0,74.0,Pudel
82706,71-80,w,7.0,74.0,Tibet Terrier
82707,41-50,m,7.0,73.0,Foxterrier
82719,61-70,w,7.0,74.0,Tibet Terrier
82720,71-80,w,7.0,74.0,Flat Coated Retriever
82734,61-70,w,7.0,74.0,Dachshund
82737,71-80,w,7.0,71.0,Berner Sennenhund
82738,61-70,m,7.0,74.0,English Setter
82739,51-60,w,7.0,74.0,Cavalier King Charles Spaniel
82751,71-80,m,8.0,83.0,Leonberger
82751,71-80,m,8.0,83.0,Pudel
82753,61-70,w,6.0,63.0,Labrador Retriever
82772,61-70,w,9.0,91.0,Border Collie
82781,51-60,w,6.0,63.0,Mischling klein
82782,81-90,w,7.0,71.0,Labrador Retriever
82795,41-50,w,11.0,119.0,Deutsche Dogge
82808,61-70,w,4.0,44.0,Coton de Tulear
82813,51-60,w,7.0,73.0,Labrador Retriever
82816,71-80,w,11.0,111.0,Pointer
82834,61-70,w,11.0,111.0,Beagle
82842,51-60,w,7.0,71.0,Dackel
82852,51-60,w,9.0,92.0,Chinese Crested Powderpuff
82852,51-60,w,9.0,92.0,Chinese Crested Powderpuff
82852,51-60,w,9.0,92.0,Chinese Crested Powderpuff
82852,51-60,w,9.0,92.0,Chihuahua
82852,51-60,w,9.0,92.0,Chinese Crested Powderpuff
82852,51-60,w,9.0,92.0,Chinese Crested Powderpuff
82856,51-60,w,12.0,123.0,Mischling klein
82865,51-60,w,10.0,102.0,Yorkshire Terrier
82867,81-90,w,2.0,21.0,Pudel
82868,51-60,w,2.0,21.0,Mischling klein
82878,61-70,m,7.0,71.0,Zwergschnauzer
82897,61-70,w,4.0,44.0,Collie
82901,61-70,m,11.0,115.0,Sibirischer Husky
82921,61-70,m,4.0,44.0,Mischling klein
82922,71-80,m,2.0,21.0,Chihuahua
82925,71-80,m,3.0,34.0,Deutscher Schäfer
82927,71-80,m,4.0,44.0,Samojede
82928,51-60,w,5.0,51.0,Pudel
82934,51-60,m,2.0,23.0,Samojede
82934,51-60,m,2.0,23.0,Samojede
82935,51-60,m,11.0,119.0,Basset Griffon vendéen
82942,61-70,m,11.0,119.0,Französische Bulldogge
82973,71-80,w,7.0,74.0,Yorkshire Terrier
82974,61-70,w,7.0,72.0,Jack Russel Terrier
82981,61-70,m,12.0,123.0,Flat Coated Retriever
82987,41-50,w,3.0,33.0,Labrador Retriever
82993,61-70,w,11.0,115.0,Eurasier
82993,61-70,w,11.0,115.0,Eurasier
83022,81-90,w,9.0,92.0,Chihuahua
83049,71-80,m,10.0,101.0,Golden Retriever
83050,71-80,m,2.0,23.0,Schnauzer
83065,51-60,w,11.0,115.0,Mischling gross
83073,81-90,w,12.0,122.0,West Highland White Terrier
83084,41-50,w,11.0,111.0,Malteser
83085,71-80,m,10.0,101.0,Labrador Retriever
83090,71-80,w,3.0,31.0,Golden Retriever
83090,71-80,w,3.0,31.0,Australian Shepherd
83095,71-80,w,11.0,111.0,Kooiker
83097,61-70,w,1.0,13.0,Mischling klein
83102,71-80,w,2.0,21.0,Vizsla
83108,51-60,w,10.0,101.0,Mischling gross
83113,61-70,w,9.0,91.0,Mischling klein
83126,61-70,w,8.0,83.0,Foo Dog gross
83128,51-60,w,2.0,21.0,Mischling klein
83129,71-80,m,6.0,61.0,Leonberger
83130,61-70,w,9.0,92.0,Pudel
83133,71-80,m,2.0,24.0,Chihuahua
83133,71-80,m,2.0,24.0,Berner Sennenhund
83136,71-80,m,3.0,31.0,Mischling klein
83141,61-70,w,2.0,23.0,Boxer
83141,61-70,w,2.0,23.0,Pekingese
83141,61-70,w,2.0,23.0,Pekingese
83154,51-60,w,6.0,61.0,Golden Retriever
83167,51-60,w,5.0,52.0,Mischling klein
83168,51-60,w,3.0,33.0,Mittelschnauzer
83171,51-60,w,7.0,73.0,Airedale Terrier
83171,51-60,w,7.0,73.0,Rehpinscher
83171,51-60,w,7.0,73.0,Zwergpinscher
83171,51-60,w,7.0,73.0,Airedale Terrier
83180,51-60,w,2.0,24.0,Jack Russel Terrier
83185,61-70,w,3.0,33.0,Mischling klein
83187,51-60,w,9.0,91.0,Leonberger
83187,51-60,w,9.0,91.0,Schäfer
83189,81-90,w,9.0,91.0,Zwergpudel
83194,81-90,w,12.0,122.0,Chihuahua
83197,81-90,m,2.0,21.0,Soft Coated Wheaten Terrier
83215,71-80,w,2.0,23.0,Cavalier King Charles Spaniel
83215,71-80,w,2.0,23.0,Mischling klein
83215,71-80,w,2.0,23.0,Mischling klein
83216,61-70,w,2.0,23.0,Entlebucher
83217,71-80,w,7.0,73.0,Collie
83230,81-90,w,9.0,92.0,Cocker Spaniel
83234,51-60,w,12.0,121.0,Volpino
83237,51-60,w,9.0,92.0,Afghane
83237,51-60,w,9.0,92.0,Riesenschnauzer
83237,51-60,w,9.0,92.0,Chinese Crested
83248,41-50,w,3.0,33.0,Jack Russel Terrier
83256,41-50,w,10.0,101.0,Labrador Retriever
83266,51-60,w,9.0,92.0,Jack Russel Terrier
83272,81-90,w,9.0,91.0,Labrador Retriever
83278,51-60,w,9.0,92.0,Rauhaar Dackel
83281,81-90,m,9.0,91.0,Pudel
83308,51-60,w,4.0,41.0,Yorkshire Terrier
83309,71-80,m,9.0,91.0,Yorkshire Terrier
83309,71-80,m,9.0,91.0,Yorkshire Terrier
83313,51-60,w,9.0,92.0,Appenzeller
83313,51-60,w,9.0,92.0,Dogge
83322,51-60,m,4.0,44.0,Chihuahua
83335,41-50,m,10.0,101.0,Cocker Spaniel
83339,61-70,w,9.0,91.0,Bolonka Zwetna
83345,61-70,w,3.0,34.0,Tibet Terrier
83347,71-80,w,3.0,34.0,Yorkshire Terrier
83347,71-80,w,3.0,34.0,Mischling klein
83347,71-80,w,3.0,34.0,Mischling klein
83359,71-80,m,11.0,119.0,Französische Bulldogge
83364,71-80,w,4.0,44.0,Pinscher
83369,51-60,w,8.0,82.0,Terrier
83373,51-60,w,9.0,91.0,Yorkshire Terrier
83379,81-90,w,9.0,92.0,Yorkshire Terrier
83380,41-50,m,9.0,92.0,Golden Retriever
83380,41-50,m,9.0,92.0,Flat Coated Retriever
83384,81-90,w,3.0,31.0,Continental Bulldog
83387,71-80,w,4.0,44.0,Pudel
83390,61-70,m,11.0,119.0,Basenji
83397,71-80,m,3.0,31.0,Chihuahua
83417,51-60,w,3.0,31.0,Mischling klein
83425,61-70,m,6.0,63.0,Australian Shepherd
83427,41-50,w,12.0,123.0,Mischling klein
83440,71-80,m,7.0,74.0,West Highland White Terrier
83445,81-90,w,10.0,101.0,Pudel
83452,71-80,w,6.0,63.0,Jack Russel Terrier
83454,61-70,w,3.0,31.0,Mischling klein
83455,61-70,m,10.0,101.0,Mischling gross
83464,51-60,w,10.0,102.0,Podenco
83474,51-60,w,2.0,24.0,Mischling klein
83476,61-70,w,11.0,119.0,West Highland White Terrier
83479,71-80,m,11.0,115.0,Mittelpudel
83486,81-90,w,1.0,11.0,Papillon
83489,31-40,w,3.0,31.0,Mischling klein
83497,41-50,w,3.0,33.0,Bobtail
83499,41-50,w,7.0,71.0,Mischling klein
83499,41-50,w,7.0,71.0,Labrador Retriever
83503,61-70,w,8.0,82.0,Labrador Retriever
83508,51-60,w,9.0,92.0,Malteser
83517,61-70,w,10.0,102.0,Papillon
83523,51-60,w,8.0,83.0,Katalanischer Hirtenhund
83526,81-90,w,11.0,119.0,Schäfer
83531,51-60,w,8.0,81.0,Bergamasker
83538,31-40,w,2.0,23.0,Landseer
83539,51-60,w,7.0,71.0,Papillon
83539,51-60,w,7.0,71.0,Schäfer
83545,61-70,w,9.0,91.0,Mischling klein
83547,71-80,w,11.0,115.0,West Highland White Terrier
83554,41-50,m,2.0,23.0,Schweizer Sennenhund
83564,61-70,m,10.0,101.0,Zwergdackel
83565,41-50,m,10.0,102.0,Rauhaar Dackel
83566,81-90,w,10.0,101.0,Mischling klein
83567,41-50,m,2.0,21.0,Labrador Retriever
83568,61-70,w,11.0,115.0,Mischling klein
83576,61-70,w,11.0,119.0,Toy Pudel
83577,71-80,m,4.0,42.0,Border Collie
83585,61-70,w,7.0,74.0,Papillon
83588,71-80,w,3.0,34.0,Schnauzer
83597,41-50,w,11.0,111.0,Afghanischer Windhund
83620,41-50,m,7.0,73.0,Mischling klein
83620,41-50,m,7.0,73.0,Mischling klein
83626,61-70,w,11.0,111.0,Mischling klein
83633,51-60,w,9.0,91.0,Mischling klein
83636,61-70,w,11.0,111.0,Mischling klein
83638,41-50,w,11.0,111.0,Toyterrier
83643,41-50,w,6.0,61.0,Collie
83645,51-60,m,3.0,33.0,Langhaardackel
83648,51-60,m,11.0,115.0,Mischling klein
83651,51-60,m,3.0,31.0,Flat Coated Retriever
83657,31-40,m,4.0,42.0,Zwergpinscher
83671,61-70,w,7.0,71.0,Labrador Retriever
83680,41-50,w,9.0,92.0,Chihuahua
83680,41-50,w,9.0,92.0,Chihuahua
83680,41-50,w,9.0,92.0,Chihuahua
83688,81-90,m,6.0,61.0,Deutscher Schäfer
83690,51-60,w,2.0,21.0,Tibet Terrier
83692,41-50,w,12.0,122.0,Mischling klein
83693,51-60,w,2.0,21.0,Australian Shepherd
83697,41-50,w,11.0,111.0,Welsh Corgi Cardigan
83715,51-60,m,11.0,119.0,Deutscher Boxer
83721,51-60,w,8.0,83.0,Hirtenhund
83727,71-80,w,4.0,42.0,Cocker Spaniel
83734,51-60,w,10.0,102.0,Mischling klein
83737,41-50,w,9.0,91.0,Akita Inu
83737,41-50,w,9.0,91.0,Deutscher Schäfer
83737,41-50,w,9.0,91.0,Mischling klein
83741,51-60,w,8.0,83.0,Jack Russel Terrier
83746,61-70,m,3.0,31.0,Appenzeller
83749,31-40,m,1.0,13.0,Berner Sennenhund
83757,51-60,w,3.0,31.0,Lhasa Apso
83759,51-60,m,11.0,111.0,Cocker Spaniel
83767,61-70,m,6.0,61.0,Dackel
83774,51-60,w,3.0,31.0,Australian Shepherd
83775,51-60,w,10.0,101.0,Jack Russel Terrier
83776,61-70,w,7.0,73.0,Golden Retriever
83778,51-60,w,4.0,44.0,Französische Bulldogge
83785,51-60,m,6.0,61.0,Rottweiler
83811,31-40,m,4.0,42.0,Jack Russel Terrier
83826,61-70,m,12.0,122.0,Chihuahua
83827,61-70,w,3.0,34.0,Appenzeller
83830,51-60,w,2.0,24.0,Mischling klein
83850,41-50,m,10.0,101.0,Cirneco dell'Etna
83856,61-70,w,10.0,101.0,Tibet Terrier
83866,51-60,w,9.0,92.0,Mops
83874,41-50,w,10.0,102.0,Bergamasker
83892,51-60,w,7.0,73.0,Mischling klein
83894,51-60,m,10.0,102.0,Boxer
83900,41-50,w,8.0,81.0,Dachshund
83905,51-60,m,6.0,61.0,Schäfer
83911,81-90,w,7.0,74.0,Rauhaar Dackel
83916,51-60,w,3.0,33.0,Continental Bulldog
83925,41-50,w,9.0,91.0,Belgischer Schäfer
83933,61-70,w,9.0,92.0,Mischling klein
83934,71-80,w,9.0,91.0,Beagle
83937,61-70,w,3.0,31.0,Labrador Retriever
83940,51-60,w,9.0,92.0,Groenendael
83941,51-60,m,9.0,91.0,Labrador Retriever
83944,51-60,w,9.0,91.0,Bernhardiner
83946,71-80,w,9.0,91.0,Golden Retriever
83947,51-60,w,9.0,92.0,Airedale Terrier
83950,61-70,m,9.0,91.0,Mischling klein
83959,71-80,m,9.0,91.0,Border Collie
83962,51-60,w,9.0,92.0,Jack Russel Terrier
83967,71-80,m,7.0,72.0,Skye Terrier
83974,71-80,m,7.0,73.0,Laufhund
83974,71-80,m,7.0,73.0,Border Collie
83975,61-70,w,7.0,72.0,Boxer
83979,71-80,m,4.0,44.0,Golden Retriever
83984,61-70,m,8.0,81.0,West Highland White Terrier
83993,61-70,w,7.0,73.0,Mischling klein
84000,81-90,w,8.0,82.0,West Highland White Terrier
84003,51-60,w,8.0,82.0,Scottish Terrier
84008,61-70,w,10.0,102.0,Königspudel
84012,61-70,w,7.0,74.0,Mischling klein
84017,51-60,m,8.0,83.0,Mischling klein
84020,81-90,w,11.0,111.0,Westgotenspitz
84021,61-70,w,11.0,111.0,Mittelpudel
84031,61-70,w,9.0,91.0,Bolonka Zwetna
84036,81-90,w,3.0,34.0,Yorkshire Terrier
84040,71-80,m,3.0,31.0,Dackel
84044,61-70,w,3.0,33.0,Deutscher Schäfer
84044,61-70,w,3.0,33.0,Deutscher Schäfer
84052,71-80,m,3.0,31.0,Mischling klein
84059,61-70,m,11.0,111.0,Mischling klein
84062,81-90,w,3.0,33.0,Toy Pudel
84066,81-90,w,3.0,33.0,Papillon
84070,71-80,w,9.0,92.0,Mischling klein
84079,41-50,w,3.0,31.0,Bolonka Zwetna
84079,41-50,w,3.0,31.0,Bordeaux Dogge
84079,41-50,w,3.0,31.0,Shih Tzu
84094,81-90,m,9.0,91.0,Border Collie
84107,71-80,m,7.0,74.0,Appenzeller
84124,81-90,m,7.0,72.0,Mischling klein
84126,61-70,m,9.0,92.0,Schnauzer
84128,71-80,m,9.0,91.0,Appenzeller
84133,51-60,m,9.0,92.0,Labrador Retriever
84136,61-70,m,9.0,92.0,Labrador Retriever
84150,41-50,w,2.0,21.0,Petit Basset Griffon
84153,41-50,w,3.0,33.0,Schäfer
84155,71-80,m,10.0,101.0,Border Collie
84157,61-70,w,12.0,122.0,Tibet Terrier
84165,71-80,m,11.0,119.0,Mischling klein
84180,61-70,w,4.0,41.0,Bearded Collie
84210,61-70,w,11.0,111.0,Mischling gross
84216,51-60,w,10.0,102.0,English Springer Spaniel
84222,71-80,w,2.0,24.0,English Cocker Spaniel
84224,51-60,w,12.0,122.0,Berner Sennenhund
84224,51-60,w,12.0,122.0,Jack Russel Terrier
84226,71-80,w,11.0,119.0,Deutscher Schäfer
84233,51-60,m,10.0,101.0,Deutscher Langhaarschäfer
84242,71-80,w,12.0,121.0,Samojede
84247,71-80,w,11.0,115.0,Cavalier King Charles Spaniel
84250,71-80,w,6.0,63.0,Shih Tzu
84266,81-90,w,7.0,74.0,Langhaardackel
84267,61-70,m,7.0,72.0,Bergamasker
84267,61-70,m,7.0,72.0,Goldendoodle
84269,41-50,w,3.0,33.0,English Setter
84287,51-60,w,4.0,42.0,Deutsche Dogge
84288,61-70,m,8.0,82.0,Airedale Terrier
84293,61-70,w,1.0,11.0,Irish Wolfhound
84294,61-70,w,2.0,21.0,Mischling klein
84295,61-70,w,10.0,102.0,Podenco
84295,61-70,w,10.0,102.0,Podenco
84297,61-70,m,10.0,101.0,Pekingese
84308,61-70,w,10.0,101.0,Mischling klein
84310,51-60,m,4.0,42.0,Afghane
84311,61-70,w,7.0,71.0,Labrador Retriever
84313,61-70,m,10.0,101.0,Mischling klein
84344,51-60,w,7.0,73.0,Mischling klein
84344,51-60,w,7.0,73.0,Mischling klein
84347,51-60,w,12.0,122.0,Appenzeller
84357,61-70,w,11.0,111.0,Havaneser
84358,71-80,m,7.0,72.0,Skye Terrier
84360,61-70,w,9.0,92.0,Mischling klein
84367,71-80,w,6.0,61.0,Terrier
84370,61-70,w,3.0,31.0,Flat Coated Retriever
84378,81-90,w,7.0,71.0,Border Collie
84382,61-70,w,10.0,102.0,Vizsla
84387,51-60,w,12.0,122.0,Schnauzer
84390,51-60,m,6.0,63.0,Mittelschnauzer
84393,41-50,w,10.0,102.0,Boxer
84393,41-50,w,10.0,102.0,Französische Bulldogge
84394,51-60,w,9.0,92.0,Labrador Retriever
84408,51-60,w,9.0,92.0,Galgo
84414,41-50,w,9.0,92.0,Mittelpudel
84415,71-80,m,9.0,92.0,Sheltie
84419,71-80,m,3.0,33.0,Vorstehhund
84421,61-70,m,9.0,92.0,Mischling klein
84423,71-80,m,9.0,91.0,Mischling klein
84428,51-60,w,10.0,101.0,Deutscher Schäfer
84431,71-80,w,7.0,71.0,Welsh Terrier
84447,61-70,m,3.0,34.0,Cocker Spaniel
84460,51-60,m,11.0,119.0,Deutscher Schäfer
84461,41-50,w,6.0,61.0,Mischling klein
84468,51-60,w,7.0,71.0,Mops
84468,51-60,w,7.0,71.0,Mops
84481,81-90,m,8.0,82.0,Chihuahua
84484,61-70,m,7.0,74.0,Mischling klein
84487,61-70,w,11.0,119.0,Belgischer Schäfer
84490,51-60,w,7.0,72.0,Labrador Retriever
84490,51-60,w,7.0,72.0,Appenzeller Sennenhund
84491,61-70,w,6.0,61.0,Yorkshire Terrier
84494,61-70,w,10.0,102.0,Dachshund
84512,51-60,w,7.0,71.0,Afghanischer Windhund
84517,71-80,w,7.0,71.0,Deerhound
84527,61-70,w,7.0,72.0,Jack Russel Terrier
84531,51-60,w,7.0,71.0,Chihuahua
84540,81-90,w,6.0,63.0,Papillon
84542,91-100,w,7.0,71.0,Mischling klein
84542,91-100,w,7.0,71.0,Berner Sennenhund
84545,71-80,w,9.0,92.0,Pekingese
84549,61-70,m,9.0,92.0,Mischling klein
84555,51-60,m,6.0,61.0,Collie
84562,61-70,w,7.0,71.0,Appenzeller
84563,51-60,w,2.0,24.0,Berner Sennenhund
84564,81-90,m,7.0,71.0,Mischling klein
84567,91-100,w,6.0,61.0,Yorkshire Terrier
84574,71-80,w,7.0,71.0,Toy Pudel
84576,51-60,w,11.0,111.0,Mischling klein
84576,51-60,w,11.0,111.0,Deutscher Boxer
84577,41-50,w,7.0,71.0,Bergamasker
84585,91-100,m,6.0,61.0,Pudel
84602,71-80,w,6.0,63.0,Dachsbracke
84603,61-70,w,11.0,115.0,Scottish Terrier
84607,31-40,w,2.0,21.0,Lagotto Romagnolo
84610,51-60,w,7.0,74.0,Mischling klein
84638,51-60,m,7.0,71.0,Foxterrier
84641,71-80,w,6.0,63.0,Labrador Retriever
84643,61-70,m,7.0,71.0,Cocker Spaniel
84646,71-80,w,10.0,101.0,Pudel
84665,71-80,w,11.0,115.0,Chihuahua
84672,41-50,w,5.0,51.0,Pekingese
84677,51-60,w,12.0,123.0,Dachsbracke
84694,51-60,w,12.0,123.0,Toypudel
84696,61-70,w,7.0,71.0,Labrador Retriever
84701,51-60,w,9.0,92.0,Mops
84707,51-60,m,9.0,92.0,Deutscher Schäfer
84712,51-60,w,10.0,101.0,Labrador Retriever
84712,51-60,w,10.0,101.0,Welsh Corgi Pembroke
84714,51-60,w,9.0,91.0,Labrador Retriever
84717,71-80,w,10.0,102.0,Labrador Retriever
84732,61-70,m,10.0,101.0,Kooiker
84744,71-80,w,2.0,21.0,American Cocker Spaniel
84767,81-90,w,10.0,101.0,Mischling klein
84782,41-50,w,10.0,101.0,Mischling klein
84782,41-50,w,10.0,101.0,Galgo Español
84802,51-60,w,9.0,92.0,Chihuahua
84802,51-60,w,9.0,92.0,Chihuahua
84804,51-60,w,9.0,92.0,Jack Russel Terrier
84804,51-60,w,9.0,92.0,Pudel
84805,51-60,w,11.0,119.0,Bolonka Zwetna
84811,61-70,m,2.0,21.0,Schäfer
84811,61-70,m,2.0,21.0,Havaneser
84815,61-70,w,2.0,24.0,Tibet Terrier
